"Целевая.Цена","Спальни","Ванные","Жилая площадь","Общая площадь","Количество этажей","Вид на воду","Просмотрены ранее","Состояние","Оценка риелтора","Площадь без подвала","Площадь подвала","Год постройки","Год реновации","Широта","Долгота"
"228950","3","1.75","1200","9085","1","0","0","4","7","1200","0","1968","0","47.2795","-122.353"
"230000","3","1","1120","7500","1","0","0","3","7","1120","0","1965","0","47.5112","-122.359"
"575000","3","2.25","2680","100188","2","0","0","4","8","1580","1100","1978","0","47.4776","-122.02"
"315000","3","2","1660","11135","1","0","0","3","8","1660","0","1971","0","47.4897","-121.787"
"1250000","5","2.5","3370","8113","2","0","0","3","9","3370","0","2005","0","47.5812","-122.196"
"513000","3","2.25","1500","1312","3","0","0","3","8","1500","0","2007","0","47.6534","-122.346"
"353000","4","1.5","1100","9600","1","0","0","4","6","1100","0","1960","0","47.7","-122.175"
"1250000","3","3","4610","8400","2","0","2","3","8","2790","1820","1947","1999","47.5854","-122.292"
"400000","3","1.75","1390","4602","1","0","0","3","7","930","460","1981","0","47.6944","-122.366"
"185000","3","1","980","9135","1","0","0","3","7","980","0","1955","0","47.3496","-122.289"
"259950","3","1.5","1240","9500","1","0","0","4","7","1240","0","1955","0","47.4756","-122.35"
"1310000","5","3.5","3270","4080","2","0","0","3","9","2180","1090","2011","0","47.6754","-122.327"
"475000","3","1.75","1260","10065","1","0","0","3","7","1260","0","1954","2014","47.5727","-122.138"
"373000","3","1.75","1830","11788","1","0","1","3","8","1430","400","1958","0","47.4862","-122.224"
"350000","3","2","1680","81893","1","0","0","3","7","1680","0","1991","0","47.3248","-122.179"
"569000","3","3.25","2220","8227","1.5","0","0","5","8","1770","450","1929","0","47.5665","-122.316"
"1700000","4","4.5","3860","15246","2","0","4","3","11","2940","920","2004","0","47.56","-122.161"
"2350000","4","2.25","4370","22863","2.5","0","3","4","10","3670","700","1907","1994","47.6878","-122.215"
"730000","4","2.75","2920","4500","2","0","0","3","9","2920","0","1999","0","47.5646","-122.124"
"905000","4","3.25","3440","7661","2","0","0","3","11","3440","0","2006","0","47.5429","-121.995"
"245000","3","1.5","2100","10000","1","0","0","4","7","2100","0","1954","0","47.4222","-122.331"
"312500","3","1.75","1490","9493","1","0","0","4","8","1490","0","1976","0","47.4514","-122.134"
"540000","3","2.25","2100","20018","1","0","4","3","8","1470","630","1948","0","47.4544","-122.366"
"250000","2","1","1030","8786","1","0","0","3","6","1030","0","1956","0","47.4814","-122.341"
"659000","4","2","2350","9329","2","0","0","3","8","2350","0","1977","0","47.583","-122.17"
"290000","3","1","1210","33919","1","0","0","3","7","1210","0","1954","0","47.4375","-122.184"
"405000","3","1","1280","11625","1","0","0","4","7","1280","0","1977","0","47.6827","-122.059"
"334500","2","1.5","830","1858","2","0","0","3","7","830","0","2005","0","47.5828","-122.314"
"398000","4","2.5","2050","14724","2","0","0","3","7","2050","0","1989","0","47.73","-121.969"
"324000","3","2.25","1550","4411","2","0","0","3","7","1550","0","2001","0","47.7373","-121.966"
"485000","4","3.5","3273","5115","2","0","0","3","8","2671","602","2014","0","47.4477","-122.204"
"525000","4","2.5","2450","5280","2","0","0","3","8","2450","0","2003","0","47.7734","-122.224"
"772000","4","2.5","2500","8680","1","0","0","4","7","1250","1250","1958","0","47.6073","-122.192"
"405000","3","1.75","1670","6720","1","0","0","3","7","1140","530","1980","0","47.7198","-122.193"
"408000","3","1.75","1970","7100","1","0","0","3","7","1590","380","1976","0","47.7353","-122.172"
"1200000","5","3","3640","28531","2","0","0","3","10","3640","0","1996","0","47.5502","-122.13"
"650000","4","2.5","2580","9450","1","0","0","4","8","1660","920","1959","0","47.703","-122.28"
"335750","3","3","2400","7260","1","0","0","3","7","1440","960","1955","0","47.5045","-122.251"
"165050","3","1","1200","8514","1","0","0","3","7","1200","0","1959","0","47.2043","-122.008"
"114975","2","1","740","6250","1","0","0","3","6","740","0","1942","0","47.506","-122.335"
"681000","3","1","1700","6356","1.5","0","0","3","7","1700","0","1907","0","47.5677","-122.281"
"775000","4","2","3140","10875","1","0","1","3","7","1940","1200","1939","1969","47.6656","-122.406"
"325000","5","2.75","2130","6222","1","0","0","3","7","1300","830","1991","0","47.5272","-122.276"
"6890000","6","7.75","9890","31374","2","0","4","3","13","8860","1030","2001","0","47.6305","-122.24"
"380000","4","1.75","1790","10186","1","0","0","4","8","1790","0","1965","0","47.7769","-122.376"
"785000","3","2","2090","5015","1.5","0","0","5","7","2090","0","1920","0","47.6378","-122.301"
"292000","3","2.25","1780","9720","1","0","0","3","8","1280","500","1981","0","47.4762","-122.156"
"575000","3","2.5","1590","2910","2","0","0","3","7","1110","480","1984","0","47.6855","-122.321"
"267500","3","1.5","1390","2153","2","0","0","3","7","1390","0","2001","0","47.5506","-122.29"
"995000","4","2.25","2340","13406","1","0","0","4","9","2340","0","1963","0","47.5377","-122.221"
"800000","4","2.75","3120","5000","2","0","0","3","9","3120","0","2010","0","47.594","-122.062"
"328000","4","1.75","1990","7194","1","0","0","4","8","1400","590","1978","0","47.4417","-122.135"
"215000","3","1","970","7275","1","0","0","4","7","970","0","1970","0","47.4006","-122.188"
"253000","3","1","1580","8240","1","0","0","4","7","1040","540","1978","0","47.3542","-122.181"
"309933","3","1.75","1820","78408","1","0","0","3","6","1220","600","1950","0","47.3364","-122.128"
"440000","3","1.75","2000","11880","2","0","0","3","8","2000","0","1979","0","47.5882","-122.052"
"624000","3","2.5","2510","47044","1","0","0","4","7","1910","600","1975","0","47.7531","-122.14"
"461000","3","1.5","1270","1416","3","0","0","3","8","1270","0","2007","0","47.6988","-122.317"
"1070000","3","3","2940","4622","2","0","0","4","9","2230","710","1988","0","47.6641","-122.293"
"785000","3","2.75","2310","5200","1","0","0","4","7","1520","790","1940","0","47.6357","-122.397"
"622100","4","2.5","2280","14290","1.5","0","0","4","7","1510","770","1942","0","47.7054","-122.297"
"765000","3","2.75","2250","9600","2.5","0","0","4","9","1830","420","1909","1991","47.6033","-122.287"
"770000","3","2.5","2190","2658","2","0","3","4","9","2190","0","1979","0","47.6528","-122.203"
"1090000","5","2.25","3650","13068","1","0","0","4","10","1850","1800","1976","0","47.5458","-122.231"
"440000","3","1.75","1450","6829","1","0","0","3","8","1450","0","1983","0","47.7222","-122.108"
"475000","3","1.5","1930","11092","1","0","0","3","7","1500","430","1983","0","47.634","-122.033"
"475000","3","1.75","1780","8033","1","0","0","2","7","1210","570","1977","0","47.7275","-122.219"
"581000","4","1","1630","2566","1.5","0","0","3","7","1630","0","1921","0","47.6183","-122.3"
"275000","3","2","1910","8050","1","0","0","4","7","1000","910","1980","0","47.37","-122.17"
"810000","4","2.5","3280","25211","2","0","3","3","11","3280","0","1985","0","47.6398","-122.05"
"289950","3","2.5","2070","6145","2","0","0","3","7","2070","0","2003","0","47.3357","-122.172"
"269950","3","2.5","1480","9743","2","0","0","4","7","1480","0","1996","0","47.3293","-122.001"
"459995","4","2.5","2350","3760","2","0","0","3","8","2350","0","2014","0","47.4786","-122.123"
"538000","4","1.75","1840","9600","1","0","0","3","7","1220","620","1967","0","47.6579","-122.125"
"608000","3","2.75","2610","5000","2","0","0","4","7","1710","900","1946","0","47.6729","-122.373"
"306500","2","1","1390","19988","1","0","2","4","7","1390","0","1949","0","47.3985","-122.321"
"478000","3","1","1280","2580","1.5","0","0","3","8","1280","0","1910","2014","47.6727","-122.32"
"535000","4","2.75","3070","7201","2","0","0","3","9","3070","0","2006","0","47.4897","-122.147"
"267800","2","1","700","6000","1","0","0","4","6","700","0","1949","0","47.7515","-122.316"
"552000","4","2.75","3160","8429","1","0","3","4","7","1620","1540","1982","0","47.511","-122.251"
"1580000","4","3.25","4670","51836","2","0","0","4","12","4670","0","1988","0","47.635","-122.164"
"399950","2","0.75","1330","2856","1","0","0","4","7","930","400","1916","0","47.5671","-122.37"
"350000","5","3","2320","8400","1","0","0","3","7","1510","810","1963","0","47.557","-122.365"
"630000","4","2.5","2540","8706","2","0","0","3","9","2540","0","1997","0","47.5855","-122.031"
"392500","4","2.75","2400","19923","1","0","0","5","7","1320","1080","1953","0","47.3616","-122.144"
"556000","4","2.5","2240","5402","2","0","0","3","8","2240","0","2005","0","47.772","-122.35"
"423500","3","2.25","1890","7498","1","0","0","3","7","1190","700","1987","0","47.73","-122.297"
"375000","6","2","1900","8057","1","0","0","4","7","1170","730","1959","0","47.762","-122.335"
"605000","3","3.25","2200","2400","2","0","0","3","8","1740","460","1988","0","47.6325","-122.371"
"577000","3","1.75","1760","12874","1","0","0","4","7","1230","530","1967","0","47.5906","-122.167"
"360000","3","1.75","1900","11407","1","0","0","3","8","1900","0","1963","0","47.7455","-122.294"
"310000","5","3","1880","5000","1","0","0","3","7","1100","780","1997","0","47.5453","-122.363"
"245000","5","1.75","2020","7902","1","0","0","3","7","1220","800","1962","0","47.51","-122.327"
"330000","3","3","2420","13959","1","0","0","4","8","1740","680","1988","0","47.7486","-122.23"
"415000","3","1","1300","7975","1","0","0","4","7","1300","0","1958","0","47.611","-122.122"
"740000","4","2.5","3000","10392","2","0","0","3","9","3000","0","1995","0","47.535","-122.049"
"307000","4","2","2390","23972","2","0","0","3","7","1720","670","1949","0","47.3197","-122.343"
"540000","3","2.25","1320","1800","2","0","0","3","7","1320","0","1994","0","47.6081","-122.289"
"905000","5","3.5","3100","10200","1","0","4","3","9","1660","1440","1970","0","47.6134","-122.112"
"550000","4","2.75","3080","6731","2","0","3","3","9","3080","0","2003","0","47.4522","-122.118"
"470000","4","1","1740","37238","1.5","0","0","4","7","1740","0","1932","0","47.5651","-121.902"
"231000","3","1.75","1220","8817","1","0","0","3","7","1220","0","1978","0","47.3111","-122.396"
"665000","3","2.75","1930","2960","1.5","0","0","5","7","1490","440","1929","0","47.6659","-122.287"
"275000","3","1.5","1400","9750","1","0","0","4","6","1400","0","1964","0","47.3768","-122.17"
"790000","4","2.5","3500","7519","2","0","0","3","9","3500","0","2004","0","47.6799","-122.024"
"287500","3","1","1810","7200","1","0","0","4","7","1130","680","1954","0","47.7493","-122.351"
"330000","3","1","1140","7316","1","0","0","3","6","1140","0","1959","0","47.527","-122.362"
"325000","4","2.5","2200","7719","2","0","0","3","8","2200","0","2000","0","47.3649","-122.194"
"1900000","5","4.5","5160","44315","2","0","0","3","12","5160","0","1996","0","47.6568","-122.154"
"550000","7","4","3440","8100","2","0","0","3","7","3440","0","1970","0","47.6981","-122.349"
"647500","5","2","1760","21562","1","0","1","3","8","1560","200","1959","0","47.7597","-122.263"
"260000","3","2.25","1920","9680","1","0","0","4","7","1300","620","1961","0","47.412","-122.195"
"435000","4","2","1960","50112","1","0","0","4","7","1050","910","1963","0","47.4353","-122.084"
"531000","2","3","1270","1175","2","0","0","3","8","1110","160","2000","0","47.6634","-122.34"
"427500","4","2.5","2430","3249","2","0","0","3","8","2430","0","2010","0","47.5048","-122.155"
"750000","5","3.75","3500","101494","1.5","0","0","3","8","3500","0","1967","1990","47.6745","-122.054"
"452000","4","2.5","2190","6896","2","0","0","3","7","2190","0","2007","0","47.5191","-121.869"
"249000","3","1.5","1180","11579","1","0","0","4","7","1180","0","1962","0","47.4502","-122.089"
"614905","3","2.5","2410","7225","2","0","0","3","8","2410","0","1991","0","47.7211","-122.31"
"530000","4","3.25","4160","35654","2","0","0","3","8","2760","1400","1973","0","47.4683","-122.008"
"234000","2","2","1200","3624","2","0","0","3","6","1200","0","2003","0","47.349","-122.025"
"430000","4","2.25","1790","7203","1","0","0","4","7","1110","680","1973","0","47.7709","-122.294"
"259500","4","1.5","1300","7200","1","0","0","4","7","1300","0","1970","0","47.4179","-122.181"
"756000","4","2.5","2730","10753","2","0","0","3","9","2730","0","1991","0","47.5414","-122.133"
"499000","2","1.75","2040","114562","1","0","0","4","7","2040","0","1968","0","47.4985","-122.092"
"625000","3","2","2168","12616","2","0","1","4","7","2168","0","1950","0","47.4933","-122.367"
"535610","3","1","1610","5100","1.5","0","0","5","7","1010","600","1901","0","47.6765","-122.386"
"952000","2","1.75","3490","88909","1","0","3","3","10","2320","1170","1980","0","47.5462","-122.112"
"350000","3","1.75","1380","4590","1","0","0","2","7","930","450","1950","0","47.6841","-122.293"
"359950","5","2.25","2450","9432","2","0","0","3","8","2450","0","1973","0","47.4519","-122.13"
"425000","3","2.5","1630","10762","1","0","0","3","7","1630","0","1994","0","47.7508","-122.175"
"374500","3","1.5","1330","8636","1","0","0","4","7","1330","0","1968","0","47.7289","-122.203"
"349950","4","2.5","2632","4117","2","0","0","3","8","2632","0","2013","0","47.3428","-122.278"
"650000","3","2","1340","2720","1.5","0","0","3","7","1340","0","1913","0","47.6518","-122.335"
"1630000","4","3.25","2980","3600","2","0","0","3","9","2150","830","1999","0","47.6352","-122.284"
"354800","3","2","1370","78408","1","0","0","5","7","1370","0","1964","0","47.3867","-122.081"
"528000","4","2.25","1910","8005","1","0","0","3","8","1280","630","1960","0","47.7259","-122.298"
"470000","3","1","1010","5000","1","0","0","3","7","1010","0","1952","0","47.675","-122.394"
"367300","4","2.75","2190","14937","2","0","0","3","8","2190","0","1993","0","47.3535","-122.273"
"610000","4","3.25","5450","37058","1.5","0","0","5","9","5450","0","1984","0","47.351","-122.087"
"613500","4","2.5","3020","6068","2","0","0","3","9","3020","0","2006","0","47.773","-122.16"
"279000","5","2.5","2690","5557","2","0","0","3","7","2690","0","2012","0","47.4914","-122.253"
"2300000","4","4.75","3970","9778","2","0","2","4","11","3390","580","1928","0","47.6312","-122.366"
"495000","3","1","1570","5510","1","0","0","4","7","1070","500","1940","0","47.6942","-122.319"
"330000","3","2","2170","3978","1","0","0","5","7","1340","830","1919","0","47.571","-122.391"
"590000","3","2","1860","3600","1.5","0","0","3","7","1110","750","1915","0","47.6102","-122.296"
"931000","3","2.5","2460","6600","1.5","0","0","4","8","1560","900","1929","0","47.6364","-122.351"
"645000","3","1.75","2270","11472","1","0","0","4","7","1370","900","1956","0","47.7057","-122.374"
"490000","4","2.25","2090","10869","2","0","0","3","8","2090","0","1970","0","47.6715","-122.164"
"606000","3","1","1500","3920","1","0","0","3","7","1000","500","1947","0","47.6718","-122.359"
"666000","3","2.5","2140","2868","2","0","0","3","8","1770","370","2007","0","47.6668","-122.132"
"1680000","4","3.75","4490","34982","2","0","0","3","12","4490","0","1998","0","47.6406","-122.156"
"639000","4","2.5","2500","8540","2","0","0","3","9","2500","0","1990","0","47.5759","-121.994"
"316000","3","2.25","1900","7479","2","0","0","4","7","1900","0","1992","0","47.3495","-122.037"
"532500","4","2.5","2490","8750","2","0","0","3","8","2040","450","1976","0","47.5931","-122.116"
"483000","2","1.75","1240","3000","1.5","0","0","3","7","1240","0","1906","0","47.6689","-122.326"
"615000","3","2.25","1760","1146","3","0","0","3","9","1760","0","2014","0","47.6073","-122.304"
"350000","4","2.5","2380","6124","2","0","0","3","8","2380","0","1997","0","47.3662","-122.175"
"225205","3","1","1200","7220","1","0","0","3","6","1200","0","1977","0","47.3746","-122.183"
"589500","3","3.25","2310","3075","2","0","0","3","8","1730","580","2005","0","47.5644","-122.383"
"395000","4","2.5","2810","10951","2","0","0","3","8","2810","0","2003","0","47.3249","-122.187"
"295000","4","2.5","2290","4539","2","0","0","3","7","2290","0","2001","0","47.4753","-122.172"
"665000","3","2","1740","41275","1","0","0","3","8","1740","0","1974","1989","47.4914","-121.763"
"382000","4","3.5","2530","3000","2","0","0","3","8","1850","680","2014","0","47.4919","-122.336"
"805000","4","2.5","3320","38032","2","0","0","4","10","3320","0","1991","0","47.7478","-122.036"
"295000","4","2.5","2350","8906","2","0","0","3","7","2350","0","1993","0","47.4205","-122.215"
"395000","3","2.5","1600","1936","2","0","0","3","7","1600","0","2007","0","47.5629","-122.297"
"315000","5","2.5","2090","4698","2","0","0","3","7","2090","0","1998","0","47.3538","-122.025"
"474900","3","2.25","1800","43647","1","0","0","4","8","1800","0","1976","0","47.7757","-122.132"
"469950","3","2","1820","1357","3","0","0","3","9","1820","0","2014","0","47.5432","-122.376"
"625000","4","3","2350","5627","1","0","0","5","8","1490","860","1960","0","47.5514","-122.268"
"250000","3","2","1900","6660","1","0","0","5","7","950","950","1966","0","47.3594","-122.054"
"400000","3","1","1240","4000","1.5","0","0","3","8","1240","0","1928","2000","47.5467","-122.359"
"2800000","5","3.25","4590","12793","2","0","2","5","11","3590","1000","1928","0","47.6453","-122.41"
"425000","3","1","1790","6000","1.5","0","0","2","8","1790","0","1937","0","47.5448","-122.32"
"405300","3","2.75","2390","7939","1","0","0","5","7","1610","780","1983","0","47.4987","-122.166"
"455000","4","1.75","1920","6000","1","0","0","4","7","960","960","1954","0","47.7137","-122.315"
"775000","4","3","2000","5304","1.5","0","0","4","7","2000","0","1947","0","47.6762","-122.285"
"605000","4","2.25","2510","31584","2","0","0","4","9","2510","0","1979","0","47.6153","-122.054"
"215000","2","1","1240","7200","1","0","0","3","7","1240","0","1967","0","47.4971","-122.282"
"550000","3","2","3650","843309","2","0","0","4","7","3650","0","1991","0","47.3627","-122.496"
"429000","3","1","1540","37950","1","0","0","4","7","1090","450","1959","0","47.3259","-122.289"
"400000","2","1","840","5510","1","0","0","3","7","840","0","1955","0","47.5247","-122.391"
"395000","3","1","1500","4000","1","0","0","3","6","900","600","1925","0","47.6921","-122.38"
"342000","3","2.5","2430","5715","2","0","0","3","7","2430","0","1999","0","47.3718","-122.168"
"909500","4","4","4420","5940","2","0","0","3","10","3410","1010","2006","0","47.5397","-122.072"
"372500","3","1.5","1180","12324","1","0","0","3","7","800","380","1981","0","47.6337","-122.032"
"329000","3","2","1840","6755","1","0","2","3","8","1840","0","1989","0","47.3512","-122.305"
"820000","2","2.5","2210","4440","2","0","0","4","8","1440","770","1931","0","47.6305","-122.3"
"367500","4","2","1960","16015","1","0","0","3","7","1960","0","1980","0","47.33","-122.22"
"200000","2","1.75","1320","13052","1.5","0","0","3","7","1320","0","1980","0","47.712","-121.352"
"1900000","4","3.25","4130","112521","2","0","0","3","11","4130","0","1978","0","47.6392","-122.165"
"895000","5","2.5","2350","14197","1","0","0","4","8","1220","1130","1962","0","47.6005","-122.204"
"1430000","2","2.5","2220","4000","2","0","0","3","9","2220","0","2000","0","47.6364","-122.28"
"300000","3","1.5","1810","8232","1","0","0","3","8","1810","0","1988","0","47.3195","-122.273"
"910000","4","3.5","4040","50479","2","0","0","3","11","4040","0","1987","0","47.7196","-122.048"
"898000","3","2.25","2580","11060","1","0","0","3","8","2580","0","1964","0","47.6113","-122.164"
"1070000","5","3.25","3370","7947","2","0","0","3","10","3370","0","2001","0","47.6906","-122.202"
"799000","4","2.75","2390","6820","2","0","0","4","7","2140","250","1945","0","47.6788","-122.27"
"399950","3","2.5","3087","5002","2","0","0","3","8","3087","0","2014","0","47.2974","-122.349"
"927000","4","2.75","3300","12090","2","0","0","3","8","3300","0","1953","0","47.6294","-122.218"
"459900","3","1.75","2340","51836","1.5","0","0","3","8","1510","830","1978","0","47.4846","-122.035"
"536000","2","1.5","1130","746","2","0","0","3","8","1030","100","2009","0","47.6684","-122.363"
"859000","3","2.5","2920","434728","2","0","3","4","8","2920","0","1999","0","47.3809","-122.13"
"895000","5","2.5","2550","20875","1","0","0","4","9","1610","940","1953","0","47.6336","-122.192"
"362764","3","2","1460","4350","2","0","0","3","7","1460","0","2008","0","47.696","-122.026"
"412000","4","1.75","1430","10500","1","0","0","4","7","1130","300","1960","0","47.6083","-122.132"
"825000","5","3","3070","8474","2","0","0","3","9","3070","0","2011","0","47.6852","-122.184"
"346000","3","1.75","1270","8100","1","0","0","3","6","880","390","1950","0","47.4828","-122.344"
"261000","3","1.75","1350","7686","1","0","0","3","7","1350","0","1987","0","47.3617","-122.052"
"350000","2","1","1070","2880","1","0","0","3","7","1070","0","1902","0","47.6261","-122.324"
"410000","5","2.5","2670","184140","1","0","0","3","8","1410","1260","1980","0","47.3429","-122.097"
"770000","4","3.25","4270","6384","2","0","0","3","9","3060","1210","2001","0","47.5362","-121.874"
"1170000","3","3","3790","5001","2","0","0","3","10","2810","980","1989","0","47.6035","-122.285"
"450000","5","2.5","2850","209523","1","0","0","4","7","1930","920","1925","1968","47.3939","-122.089"
"386100","3","2","1270","6760","1","0","0","5","7","1270","0","1972","0","47.7381","-122.179"
"405000","3","2","1440","7425","1","0","0","4","7","1440","0","1965","0","47.7243","-122.185"
"825000","4","3.25","4110","14219","2","0","2","4","10","2570","1540","1979","0","47.7382","-122.264"
"900000","4","2.5","3690","11468","2","0","0","3","11","3690","0","1987","0","47.5699","-122.092"
"635000","4","1.75","2460","7560","2","0","0","4","8","2460","0","1952","0","47.7256","-122.367"
"305000","2","1","1000","8212","1","0","0","4","7","1000","0","1947","0","47.7444","-122.341"
"275000","4","2.25","2490","7233","1","0","0","3","8","1460","1030","1978","0","47.3115","-122.396"
"295000","2","1","650","5400","1","0","0","3","6","650","0","1950","0","47.6185","-122.295"
"305000","4","2.25","2050","12581","2","0","0","4","7","2050","0","1978","0","47.3215","-122.204"
"1600000","6","5","6050","230652","2","0","3","3","11","6050","0","2001","0","47.6033","-121.943"
"549950","4","2.5","2720","13500","1","0","0","3","8","1510","1210","1969","0","47.6191","-122.145"
"223000","3","2","1310","8440","1","0","0","5","6","1310","0","1951","0","47.5003","-122.269"
"570000","1","1","720","7540","1","1","4","4","6","720","0","1905","0","47.3509","-122.323"
"218000","2","2","1310","2841","2","0","0","3","6","1310","0","2004","0","47.3502","-122.022"
"350000","3","1","1540","9800","1","0","0","4","7","1540","0","1950","0","47.7604","-122.329"
"230000","2","1","1470","25661","1.5","0","0","3","4","1470","0","1932","0","47.4878","-122.13"
"124500","2","1","840","6480","1","0","0","4","5","840","0","1954","0","47.264","-122.258"
"283000","2","1","940","6350","1","0","0","4","5","940","0","1942","0","47.698","-122.357"
"533000","3","2.5","2810","4607","2","0","0","3","8","2810","0","2004","0","47.7735","-122.227"
"318888","4","1.75","2320","12000","1","0","0","4","8","2270","50","1973","0","47.3644","-122.28"
"214950","3","1.75","1570","4875","1","0","0","4","7","1310","260","1977","0","47.3621","-122.094"
"470000","2","1","1190","5200","1","0","0","5","7","1190","0","1912","0","47.6939","-122.348"
"154500","3","1","890","9465","1","0","0","3","6","890","0","1957","0","47.4388","-122.328"
"759000","3","2.25","2950","78843","1.5","0","0","3","9","2950","0","2006","0","47.5917","-122.068"
"661000","4","3.25","2600","2074","2","0","0","3","8","2150","450","2011","0","47.5402","-122.028"
"475000","3","2.5","2220","60984","2","0","0","4","8","2220","0","1987","0","47.4802","-122.052"
"1150000","4","2.25","2840","20242","1","0","0","3","8","2240","600","1972","0","47.639","-122.216"
"407193","4","2","1880","14653","2","0","0","3","8","1880","0","1978","0","47.6959","-121.921"
"390000","4","2.5","2340","8548","2","0","0","3","8","2340","0","1993","0","47.4206","-122.183"
"1330000","4","2.5","4010","37076","2","0","0","4","12","4010","0","1990","0","47.7139","-122.106"
"267000","3","2.5","1580","12250","2","0","0","3","8","1580","0","1993","0","47.3771","-122.315"
"539000","4","2.5","2340","19850","2","0","0","3","9","2340","0","1993","0","47.7672","-122.306"
"1900000","4","3.25","5080","27755","2","0","0","3","11","5080","0","2001","0","47.5423","-122.111"
"612000","6","3","3840","14040","1.5","0","3","3","8","2460","1380","1949","0","47.506","-122.241"
"775000","6","2.75","2980","5000","1.5","0","0","3","7","2480","500","1916","0","47.6684","-122.331"
"525000","3","2","1600","16530","1","0","0","5","7","1600","0","1967","0","47.5821","-122.016"
"1470000","4","3.25","5010","34460","2","0","0","3","12","5010","0","1988","0","47.5469","-122.127"
"365000","3","1.5","1300","12240","1","0","0","3","7","1300","0","1963","0","47.737","-122.243"
"390000","5","1.75","1940","6654","1.5","0","0","4","7","1940","0","1953","0","47.4663","-122.359"
"415000","3","2.25","2180","11100","1","0","0","5","8","1700","480","1979","0","47.5162","-122.176"
"1250000","5","2.75","3710","13874","1.5","0","3","4","9","2340","1370","1977","0","47.5686","-122.154"
"360000","3","2","1930","15540","1","0","0","3","8","1260","670","1958","0","47.7675","-122.307"
"635000","2","2.5","1390","1132","2","0","0","3","8","1130","260","2006","0","47.6228","-122.319"
"465000","4","2.5","2820","39413","2","0","0","4","9","2820","0","1989","0","47.3064","-122.1"
"500000","2","1","1440","7130","1","0","2","3","7","1210","230","1948","0","47.6778","-122.267"
"329900","3","2.5","2242","4995","2","0","0","3","8","2242","0","2011","0","47.2595","-122.202"
"270000","3","1.5","1300","7907","1","0","0","3","7","900","400","1970","0","47.3737","-122.224"
"287000","4","2.25","2270","11997","1","0","2","4","7","1540","730","1959","0","47.4095","-122.296"
"507250","3","2.5","2270","5536","2","0","0","3","8","2270","0","2003","0","47.5389","-121.881"
"1380000","4","3.25","4290","12103","1","0","3","3","11","2690","1600","1997","0","47.5503","-122.102"
"396000","2","1.5","950","865","3","0","0","3","8","950","0","2006","0","47.6714","-122.382"
"470000","6","1.75","2490","8732","1.5","0","0","4","8","2490","0","1966","0","47.7252","-122.187"
"374950","3","2.25","1390","1484","3","0","0","3","8","1390","0","2007","0","47.6912","-122.343"
"780000","4","2.5","3690","13609","2","0","2","3","10","3690","0","1996","0","47.5872","-121.972"
"660000","3","2.25","1700","12615","1","0","0","4","7","1300","400","1990","0","47.6965","-122.197"
"850000","4","3.25","3450","6500","2","0","0","3","8","2450","1000","1994","0","47.5437","-122.388"
"324950","3","2.5","1560","9600","1","0","0","3","7","1210","350","1964","0","47.457","-122.27"
"818000","4","2.5","4020","44431","2","0","0","3","10","4020","0","1987","0","47.7467","-122.132"
"710000","3","2","1880","3000","1","0","0","4","8","1040","840","1931","0","47.6418","-122.351"
"370000","3","1.5","2380","14500","1","0","0","4","7","1850","530","1961","0","47.7714","-122.256"
"921500","3","1.5","1900","5000","1.5","0","0","3","7","1640","260","1926","0","47.6779","-122.294"
"200500","3","2","1280","14972","1","0","0","3","7","1280","0","1963","0","47.4129","-122.209"
"243950","2","1","1120","35500","1","0","0","5","6","1120","0","1961","0","47.2411","-122.043"
"209950","2","1","860","5080","1","0","0","3","7","860","0","1960","0","47.39","-122.236"
"620000","4","2.5","2690","32780","2","0","0","3","9","2690","0","1998","0","47.6612","-121.955"
"572000","3","2.5","2360","9938","1","0","0","3","8","1690","670","1987","0","47.5374","-122.053"
"230000","5","2","1930","6120","1.5","0","0","3","6","1930","0","1941","1969","47.5073","-122.337"
"274950","3","2","1410","7265","1","0","0","4","7","1410","0","1983","0","47.3654","-122.076"
"230000","3","2","1450","11204","1","0","0","3","7","1450","0","2003","0","47.2639","-122.252"
"582500","2","2","1540","6804","1","0","0","5","7","1020","520","1942","0","47.7044","-122.372"
"500000","4","2.25","2060","44431","2","0","0","3","7","2060","0","1988","0","47.744","-122.046"
"7700000","6","8","12050","27600","2.5","0","3","4","13","8570","3480","1910","1987","47.6298","-122.323"
"332000","4","2.5","2380","5737","2","0","0","3","7","2380","0","2010","0","47.2815","-122.356"
"500000","3","2.5","2410","34848","1.5","0","0","3","8","2410","0","1976","0","47.5694","-122.12"
"350000","3","1.75","1740","29597","1","0","0","4","7","1740","0","1965","0","47.481","-122.115"
"775000","3","2.5","2780","5467","2","0","2","3","9","2780","0","2000","0","47.5791","-122.378"
"375900","3","2","1824","7120","1","0","0","3","9","1824","0","2010","0","47.3457","-122.27"
"1930000","4","3.25","4280","20296","2","0","0","4","11","4280","0","1984","0","47.6377","-122.212"
"268643","4","2.25","1810","9240","2","0","0","3","7","1810","0","1961","0","47.4362","-122.187"
"398000","3","1.75","1830","27468","1","0","0","3","7","1830","0","1954","0","47.7754","-122.233"
"290000","4","1","1010","7200","1.5","0","0","3","6","1010","0","1947","0","47.742","-122.325"
"280000","4","2.25","1930","7207","1","0","0","4","7","1360","570","1988","0","47.3783","-122.182"
"220000","3","1","1000","223462","1","0","2","4","6","1000","0","1933","0","47.2099","-122.043"
